start run timestamp	start run datetime	run	run_type	setup	comment	stop run timestamp	stop run datetime	events
1715887509.172	24_05_16 21:25:09	000431	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 04 of 24 at F=1060MHz	1715889076.179	24_05_16 21:51:16	000000
1715889079.180	24_05_16 21:51:19	000432	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 05 of 24 at F=0MHz	1715890576.183	24_05_16 22:16:16	000000
1715890579.183	24_05_16 22:16:19	000433	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 06 of 24 at F=1060MHz	1715892030.188	24_05_16 22:40:30	000000
1715892033.187	24_05_16 22:40:33	000434	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 07 of 24 at F=0MHz	1715893513.192	24_05_16 23:05:13	000000
1715893516.192	24_05_16 23:05:16	000435	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 08 of 24 at F=1060MHz	1715895039.197	24_05_16 23:30:39	000000
1715895042.197	24_05_16 23:30:42	000436	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 09 of 24 at F=0MHz	1715896566.202	24_05_16 23:56:06	000000
1715896569.201	24_05_16 23:56:09	000437	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 10 of 24 at F=1060MHz	1715898104.206	24_05_17 00:21:44	000000
1715898107.206	24_05_17 00:21:47	000438	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 11 of 24 at F=0MHz	1715899634.211	24_05_17 00:47:14	000000
1715899637.212	24_05_17 00:47:17	000439	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 12 of 24 at F=1060MHz	1715901160.246	24_05_17 01:12:40	000000
1715901163.246	24_05_17 01:12:43	000440	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 13 of 24 at F=0MHz	1715902671.280	24_05_17 01:37:51	000000
1715902674.279	24_05_17 01:37:54	000441	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 14 of 24 at F=1060MHz	1715904197.308	24_05_17 02:03:17	000000
1715904200.308	24_05_17 02:03:20	000442	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 15 of 24 at F=0MHz	1715905736.334	24_05_17 02:28:56	000000
1715905739.334	24_05_17 02:28:59	000443	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 16 of 24 at F=1060MHz	1715910086.386	24_05_17 03:41:26	000000
1715910089.386	24_05_17 03:41:29	000444	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 17 of 24 at F=0MHz	1715913596.417	24_05_17 04:39:56	000000
1715913599.417	24_05_17 04:39:59	000445	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 18 of 24 at F=1060MHz	1715915226.427	24_05_17 05:07:06	000000
1715915229.428	24_05_17 05:07:09	000446	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 19 of 24 at F=0MHz	1715916855.439	24_05_17 05:34:15	000000
1715916858.439	24_05_17 05:34:18	000447	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 20 of 24 at F=1060MHz	1715918492.447	24_05_17 06:01:32	000000
1715918495.448	24_05_17 06:01:35	000448	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 21 of 24 at F=0MHz	1715920110.456	24_05_17 06:28:30	000000
1715920113.456	24_05_17 06:28:33	000449	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 22 of 24 at F=1060MHz	1715921746.465	24_05_17 06:55:46	000000
1715921749.464	24_05_17 06:55:49	000450	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 23 of 24 at F=0MHz	1715923376.471	24_05_17 07:22:56	000000
1715923379.470	24_05_17 07:22:59	000451	00 Default	03  Lya passthrough 0 24	passthr 6keV MWscan step 24 of 24 at F=1060MHz	1715925032.479	24_05_17 07:50:32	000000
1715928229.491	24_05_17 08:43:49	000452	00 Default	03  Lya passthrough 0 24	passthr 6keV all off	1715928405.491	24_05_17 08:46:45	000010
1715931678.502	24_05_17 09:41:18	000453	00 Default	04  pbar trap test 4/24	pbar trap test	1715938255.587	24_05_17 11:30:55	000055
1716481316.247	24_05_23 18:21:56	000454	00 Default	04  pbar trap test 4/24	daq lya name synch test	1716481554.247	24_05_23 18:25:54	000002
1716485539.265	24_05_23 19:32:19	000455	00 Default	03  Lya passthrough 0 24	lya 6keV strd  Q=0  SwY=0 chargd BG	1716485703.266	24_05_23 19:35:03	000010
1716485723.267	24_05_23 19:35:23	000456	00 Default	03  Lya passthrough 0 24	lya 6keV strd  Q=4k  SwY=0 chargd BG	1716485932.267	24_05_23 19:38:52	000012
1716487544.273	24_05_23 20:05:44	000457	00 Default	03  Lya passthrough 0 24	lya 6keV strd  Q=3k  SwY=On st3=0	1716487857.274	24_05_23 20:10:57	000019
1716487875.274	24_05_23 20:11:15	000458	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 01 of 24 at F=0MHz	1716489417.280	24_05_23 20:36:57	000000
1716489420.280	24_05_23 20:37:00	000459	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 02 of 24 at F=1060MHz	1716490958.302	24_05_23 21:02:38	000000
1716490961.302	24_05_23 21:02:41	000460	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 03 of 24 at F=0MHz	1716492528.323	24_05_23 21:28:48	000000
1716492531.323	24_05_23 21:28:51	000461	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 04 of 24 at F=1060MHz	1716494068.339	24_05_23 21:54:28	000000
1716494071.340	24_05_23 21:54:31	000462	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 05 of 24 at F=0MHz	1716495638.356	24_05_23 22:20:38	000000
1716495641.356	24_05_23 22:20:41	000463	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 06 of 24 at F=1060MHz	1716497178.370	24_05_23 22:46:18	000000
1716497181.370	24_05_23 22:46:21	000464	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 07 of 24 at F=0MHz	1716498748.384	24_05_23 23:12:28	000000
1716498751.384	24_05_23 23:12:31	000465	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 08 of 24 at F=1060MHz	1716500289.396	24_05_23 23:38:09	000000
1716500292.396	24_05_23 23:38:12	000466	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 09 of 24 at F=0MHz	1716501859.406	24_05_24 00:04:19	000000
1716501862.405	24_05_24 00:04:22	000467	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 10 of 24 at F=1060MHz	1716503399.415	24_05_24 00:29:59	000000
1716503402.415	24_05_24 00:30:02	000468	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 11 of 24 at F=0MHz	1716504969.424	24_05_24 00:56:09	000000
1716504972.424	24_05_24 00:56:12	000469	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 12 of 24 at F=1060MHz	1716507791.441	24_05_24 01:43:11	000000
1716507794.441	24_05_24 01:43:14	000470	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 13 of 24 at F=0MHz	1716509361.448	24_05_24 02:09:21	000000
1716509364.448	24_05_24 02:09:24	000471	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 14 of 24 at F=1060MHz	1716510902.455	24_05_24 02:35:02	000000
1716510905.455	24_05_24 02:35:05	000472	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 15 of 24 at F=0MHz	1716512472.463	24_05_24 03:01:12	000000
1716512475.463	24_05_24 03:01:15	000473	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 16 of 24 at F=1060MHz	1716514012.470	24_05_24 03:26:52	000000
1716514015.469	24_05_24 03:26:55	000474	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 17 of 24 at F=0MHz	1716515582.477	24_05_24 03:53:02	000000
1716515585.477	24_05_24 03:53:05	000475	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 18 of 24 at F=1060MHz	1716517122.483	24_05_24 04:18:42	000000
1716517125.484	24_05_24 04:18:45	000476	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 19 of 24 at F=0MHz	1716518692.490	24_05_24 04:44:52	000000
1716518695.491	24_05_24 04:44:55	000477	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 20 of 24 at F=1060MHz	1716520233.496	24_05_24 05:10:33	000000
1716520236.496	24_05_24 05:10:36	000478	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 21 of 24 at F=0MHz	1716521803.503	24_05_24 05:36:43	000000
1716521806.504	24_05_24 05:36:46	000479	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 22 of 24 at F=1060MHz	1716523343.519	24_05_24 06:02:23	000000
1716523346.519	24_05_24 06:02:26	000480	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 23 of 24 at F=0MHz	1716524913.541	24_05_24 06:28:33	000000
1716524916.542	24_05_24 06:28:36	000481	00 Default	09  Lya passthrough 1 24	lya 6keV strdMWscan step 24 of 24 at F=1060MHz	1716526454.558	24_05_24 06:54:14	000000
1716531321.604	24_05_24 08:15:21	000482	00 Default	09  Lya passthrough 1 24	lya 6keV pthr Q=0  SwY=0 LyaMcps off/on	1716531523.606	24_05_24 08:18:43	000012
1716549204.703	24_05_24 13:13:24	000483	00 Default	09  Lya passthrough 1 24	pbars from trap - diff target pos - to MCP5	1716549436.703	24_05_24 13:17:16	000002
1716549440.703	24_05_24 13:17:20	000484	00 Default	09  Lya passthrough 1 24	pbars from trap - diff target pos - to MCP5	1716549518.705	24_05_24 13:18:38	000000
1716549676.704	24_05_24 13:21:16	000485	00 Default	09  Lya passthrough 1 24	pbars from trap - diff target pos - to MCP5	1716551113.712	24_05_24 13:45:13	000012
1716999372.773	24_05_29 18:16:12	000486	00 Default	09  Lya passthrough 1 24	charged beam passthrough, to MCP5	1716999457.775	24_05_29 18:17:37	000006
1717001656.787	24_05_29 18:54:19	000487	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 01 of 26 at F=0MHz	1717003103.792	24_05_29 19:18:23	000090
1717003104.792	24_05_29 19:18:27	000488	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 02 of 26 at F=1060MHz	1717004654.800	24_05_29 19:44:14	000090
1717004655.802	24_05_29 19:44:18	000489	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 03 of 26 at F=0MHz	1717006213.809	24_05_29 20:10:13	000090
1717006214.808	24_05_29 20:10:17	000490	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 04 of 26 at F=1060MHz	1717007764.816	24_05_29 20:36:04	000090
1717007765.817	24_05_29 20:36:08	000491	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 05 of 26 at F=0MHz	1717009323.823	24_05_29 21:02:03	000090
1717009324.823	24_05_29 21:02:07	000492	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 06 of 26 at F=1060MHz	1717010874.830	24_05_29 21:27:54	000090
1717010875.831	24_05_29 21:27:58	000493	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 07 of 26 at F=0MHz	1717012434.838	24_05_29 21:53:54	000090
1717012435.838	24_05_29 21:53:58	000494	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 08 of 26 at F=1060MHz	1717013985.845	24_05_29 22:19:45	000090
1717013986.846	24_05_29 22:19:49	000495	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 09 of 26 at F=0MHz	1717015544.866	24_05_29 22:45:44	000090
1717015545.867	24_05_29 22:45:48	000496	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 10 of 26 at F=1060MHz	1717017095.884	24_05_29 23:11:35	000090
1717017096.886	24_05_29 23:11:39	000497	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 11 of 26 at F=0MHz	1717018654.901	24_05_29 23:37:34	000090
1717018655.902	24_05_29 23:37:38	000498	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 12 of 26 at F=1060MHz	1717020193.916	24_05_30 00:03:13	000090
1717020194.916	24_05_30 00:03:17	000499	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 13 of 26 at F=0MHz	1717021647.930	24_05_30 00:27:27	000090
1717021648.929	24_05_30 00:27:31	000500	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 14 of 26 at F=1060MHz	1717023101.940	24_05_30 00:51:41	000090
1717023102.940	24_05_30 00:51:45	000501	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 15 of 26 at F=0MHz	1717024571.951	24_05_30 01:16:11	000090
1717024572.951	24_05_30 01:16:15	000502	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 16 of 26 at F=1060MHz	1717026025.961	24_05_30 01:40:25	000090
1717026026.961	24_05_30 01:40:29	000503	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 17 of 26 at F=0MHz	1717027479.970	24_05_30 02:04:39	000090
1717027480.972	24_05_30 02:04:43	000504	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 18 of 26 at F=1060MHz	1717028933.980	24_05_30 02:28:53	000090
1717028934.979	24_05_30 02:28:57	000505	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 19 of 26 at F=0MHz	1717030403.988	24_05_30 02:53:23	000090
1717030404.989	24_05_30 02:53:27	000506	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 20 of 26 at F=1060MHz	1717031857.997	24_05_30 03:17:37	000090
1717031858.998	24_05_30 03:17:41	000507	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 21 of 26 at F=0MHz	1717033312.005	24_05_30 03:41:52	000090
1717033313.004	24_05_30 03:41:56	000508	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 22 of 26 at F=1060MHz	1717034766.012	24_05_30 04:06:06	000090
1717034767.012	24_05_30 04:06:10	000509	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 23 of 26 at F=0MHz	1717036235.020	24_05_30 04:30:35	000090
1717036236.020	24_05_30 04:30:39	000510	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 24 of 26 at F=1060MHz	1717037690.027	24_05_30 04:54:50	000090
1717037691.028	24_05_30 04:54:54	000511	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 25 of 26 at F=0MHz	1717039144.035	24_05_30 05:19:04	000090
1717039145.034	24_05_30 05:19:08	000512	00 Default	09  Lya passthrough 1 24	6keV pThr  Q=3kVMWscan step 26 of 26 at F=1060MHz	1717040648.042	24_05_30 05:44:08	000090
1717051650.130	24_05_30 08:47:30	000513	00 Default	09  Lya passthrough 1 24	Test	1717051697.129	24_05_30 08:48:17	000003
1717055559.164	24_05_30 09:52:39	000514	00 Default	09  Lya passthrough 1 24	Charged H- beamspot one MCP5	1717055761.164	24_05_30 09:56:01	000013
1717055783.165	24_05_30 09:56:23	000515	00 Default	09  Lya passthrough 1 24	Charged H- beamspot on MCP5	1717055884.165	24_05_30 09:58:04	000007
1717519975.491	24_06_04 18:52:55	000516	00 Default	06  Trp pbars 4/5  v2	pbT on mcp5 tests	1717520324.492	24_06_04 18:58:44	000003
1717663858.255	24_06_06 10:50:58	000517	00 Default	06  Trp pbars 4/5  v2	pbar from trap set 0003  tests	1717670062.320	24_06_06 12:34:22	000054
1717692201.425	24_06_06 18:43:21	000518	00 Default	06  Trp pbars 4/5  v2	pbar from trap 0003(long del) mix prep	1717693585.428	24_06_06 19:06:25	000012
1717693599.428	24_06_06 19:06:39	000519	00 Default	06  Trp pbars 4/5  v2	pbar from trap 0003(long del) mixing	1717697027.436	24_06_06 20:03:47	000030
1718726762.727	24_06_18 18:06:02	000520	00 Default	09  Lya passthrough 1 24	passthr 6keV swy on q+ on MW off test	1718726996.728	24_06_18 18:09:56	000014
1718727134.728	24_06_18 18:12:17	000521	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 01 of 24 at F=800MHz	1718728769.734	24_06_18 18:39:29	000100
1718728770.735	24_06_18 18:39:33	000522	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 02 of 24 at F=900MHz	1718730411.738	24_06_18 19:06:51	000100
1718730412.738	24_06_18 19:06:55	000523	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 03 of 24 at F=1000MHz	1718732088.744	24_06_18 19:34:48	000100
1718732089.744	24_06_18 19:34:52	000524	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 04 of 24 at F=1100MHz	1718733816.747	24_06_18 20:03:36	000100
1718733817.748	24_06_18 20:03:40	000525	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 05 of 24 at F=1200MHz	1718735524.752	24_06_18 20:32:04	000100
1718735525.752	24_06_18 20:32:08	000526	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 06 of 24 at F=1300MHz	1718737223.755	24_06_18 21:00:23	000100
1718737224.755	24_06_18 21:00:27	000527	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 07 of 24 at F=800MHz	1718738936.758	24_06_18 21:28:56	000100
1718738937.758	24_06_18 21:29:00	000528	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 08 of 24 at F=900MHz	1718740577.762	24_06_18 21:56:17	000100
1718740578.761	24_06_18 21:56:21	000529	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 09 of 24 at F=1000MHz	1718742279.767	24_06_18 22:24:39	000100
1718742280.765	24_06_18 22:24:43	000530	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 10 of 24 at F=1100MHz	1718744007.795	24_06_18 22:53:27	000100
1718744008.796	24_06_18 22:53:31	000531	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 11 of 24 at F=1200MHz	1718745735.820	24_06_18 23:22:15	000100
1718745736.820	24_06_18 23:22:19	000532	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 12 of 24 at F=1300MHz	1718747464.839	24_06_18 23:51:04	000100
1718747465.841	24_06_18 23:51:08	000533	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 13 of 24 at F=800MHz	1718749216.857	24_06_19 00:20:16	000100
1718749217.857	24_06_19 00:20:20	000534	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 14 of 24 at F=900MHz	1718750982.872	24_06_19 00:49:42	000100
1718750983.871	24_06_19 00:49:46	000535	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 15 of 24 at F=1000MHz	1718752770.885	24_06_19 01:19:30	000100
1718752771.884	24_06_19 01:19:34	000536	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 16 of 24 at F=1100MHz	1718754513.895	24_06_19 01:48:33	000100
1718754514.895	24_06_19 01:48:37	000537	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 17 of 24 at F=1200MHz	1718756212.902	24_06_19 02:16:52	000100
1718756213.904	24_06_19 02:16:56	000538	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 18 of 24 at F=1300MHz	1718757908.911	24_06_19 02:45:08	000100
1718757909.910	24_06_19 02:45:12	000539	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 19 of 24 at F=800MHz	1718759650.918	24_06_19 03:14:10	000100
1718759651.918	24_06_19 03:14:14	000540	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 20 of 24 at F=900MHz	1718761393.923	24_06_19 03:43:13	000100
1718761394.924	24_06_19 03:43:17	000541	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 21 of 24 at F=1000MHz	1718763135.929	24_06_19 04:12:15	000100
1718763136.928	24_06_19 04:12:19	000542	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 22 of 24 at F=1100MHz	1718764877.933	24_06_19 04:41:17	000100
1718764878.932	24_06_19 04:41:21	000543	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 23 of 24 at F=1200MHz	1718766627.938	24_06_19 05:10:27	000100
1718766629.938	24_06_19 05:10:32	000544	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan step 24 of 24 at F=1300MHz	1718768362.942	24_06_19 05:39:22	000100
1718780527.030	24_06_19 09:02:07	000545	00 Default	09  Lya passthrough 1 24	passthr 6keV swyMWscan repeat  at F=800MHz	1718788262.086	24_06_19 11:11:02	000385
1719297878.856	24_06_25 08:44:38	000546	00 Default	06  Trp pbars 4/5  v2	pbar steering, on cavity (111)	1719316776.961	24_06_25 13:59:36	000169
1719327408.985	24_06_25 16:56:48	000547	00 Default	04  pbar trap test 4/24	pbar standard trapping	1719327615.985	24_06_25 17:00:15	000001
1719505170.922	24_06_27 18:19:30	000548	00 Default	06  Trp pbars 4/5  v2	pbar standard trapping test	1719505321.923	24_06_27 18:22:01	000002
1719518635.965	24_06_27 22:03:58	000549	00 Default	07  pbar from trap new	[Pbar trap bunchMWscan step 01 of 24 at F=800MHz	1719518667.967	24_06_27 22:04:27	000000
1719518908.966	24_06_27 22:08:28	000550	00 Default	07  pbar from trap new	[Pbar trap bunching test] Standard	1719520253.970	24_06_27 22:30:53	000012
1719522605.976	24_06_27 23:10:05	000551	00 Default	07  pbar from trap new	[Pbar trap bunching test] Floated Sawtooth Bunching 01	1719523374.978	24_06_27 23:22:54	000007
1719523516.977	24_06_27 23:25:16	000552	00 Default	07  pbar from trap new	[Pbar trap bunching test] Floated Sawtooth Bunching 02	1719524177.978	24_06_27 23:36:17	000006
1719524215.979	24_06_27 23:36:55	000553	00 Default	07  pbar from trap new	[Pbar trap bunching test] Floated Sawtooth Bunching 03	1719524902.981	24_06_27 23:48:22	000006
1719524911.980	24_06_27 23:48:31	000554	00 Default	07  pbar from trap new	[Pbar trap bunching test] Floated Sawtooth Bunching 04	1719525356.988	24_06_27 23:55:56	000004
1719525362.987	24_06_27 23:56:02	000555	00 Default	07  pbar from trap new	[Pbar trap bunching test] Floated Sawtooth Bunching 05	1719525708.993	24_06_28 00:01:48	000003
1719525718.991	24_06_28 00:01:58	000556	00 Default	07  pbar from trap new	[Pbar trap bunching test] Floated Sawtooth Bunching 06	1719526040.996	24_06_28 00:07:20	000003
1719526044.995	24_06_28 00:07:24	000557	00 Default	07  pbar from trap new	[Pbar trap bunching test] Floated Sawtooth Bunching 07	1719526383.001	24_06_28 00:13:03	000003
1719526388.002	24_06_28 00:13:08	000558	00 Default	07  pbar from trap new	[Pbar trap bunching test] Floated Sawtooth Bunching 08	1719526795.005	24_06_28 00:19:55	000003
1719567418.237	24_06_28 11:36:58	000559	00 Default	07  pbar from trap new	pbar steering	1719579853.284	24_06_28 15:04:13	000106
1719810800.452	24_07_01 07:13:20	000560	00 Default	07  pbar from trap new	[Pbar trap bunching test] Only GND Sawtooth Bunching 00	1719812213.456	24_07_01 07:36:53	000012
1719812232.455	24_07_01 07:37:12	000561	00 Default	07  pbar from trap new	[Pbar trap bunching test] GND & Floated Sawtooth Bunching 00	1719813409.460	24_07_01 07:56:49	000010
1719813612.459	24_07_01 08:00:12	000562	00 Default	07  pbar from trap new	[Pbar trap bunching test] No Bunching SQ4 00	1719814742.463	24_07_01 08:19:02	000010
